,year,region_sdg,stat,amount
2512,2015,Australia and New Zealand,wat_pop_unimp_r,0.0
2513,2015,Central and Southern Asia,wat_pop_unimp_r,-403755325.4552132
2514,2015,Eastern and South-Eastern Asia,wat_pop_unimp_r,-1175690860.9862647
2515,2015,Europe and Northern America,wat_pop_unimp_r,-191549138.28942752
2516,2015,Latin America and the Caribbean,wat_pop_unimp_r,-194611780.70917395
2517,2015,Northern Africa and Western Asia,wat_pop_unimp_r,-168314953.3708382
2518,2015,Oceania,wat_pop_unimp_r,-3412504.2498652916
2519,2015,Sub-Saharan Africa,wat_pop_unimp_r,-918043032.2116628
2520,2016,Australia and New Zealand,wat_pop_unimp_r,0.0
2521,2016,Central and Southern Asia,wat_pop_unimp_r,-377352265.34322864
2522,2016,Eastern and South-Eastern Asia,wat_pop_unimp_r,-1102449838.6269624
2523,2016,Europe and Northern America,wat_pop_unimp_r,-183079930.2873558
2524,2016,Latin America and the Caribbean,wat_pop_unimp_r,-179194559.61652482
2525,2016,Northern Africa and Western Asia,wat_pop_unimp_r,-160574876.45177287
2526,2016,Oceania,wat_pop_unimp_r,-3589670.922033205
2527,2016,Sub-Saharan Africa,wat_pop_unimp_r,-942218659.7401638
2528,2017,Australia and New Zealand,wat_pop_unimp_r,0.0
2529,2017,Central and Southern Asia,wat_pop_unimp_r,-349400973.28585804
2530,2017,Eastern and South-Eastern Asia,wat_pop_unimp_r,-1023647939.4708219
2531,2017,Europe and Northern America,wat_pop_unimp_r,-174397276.53018343
2532,2017,Latin America and the Caribbean,wat_pop_unimp_r,-269784619.4348477
2533,2017,Northern Africa and Western Asia,wat_pop_unimp_r,-152107763.9450207
2534,2017,Oceania,wat_pop_unimp_r,-3775329.809402575
2535,2017,Sub-Saharan Africa,wat_pop_unimp_r,-963695660.3383108
2536,2018,Australia and New Zealand,wat_pop_unimp_r,0.0
2537,2018,Central and Southern Asia,wat_pop_unimp_r,-320201504.12820846
2538,2018,Eastern and South-Eastern Asia,wat_pop_unimp_r,-939435212.451648
2539,2018,Europe and Northern America,wat_pop_unimp_r,-165429157.58778945
2540,2018,Latin America and the Caribbean,wat_pop_unimp_r,-243826181.13640234
2541,2018,Northern Africa and Western Asia,wat_pop_unimp_r,-142887560.11400747
2542,2018,Oceania,wat_pop_unimp_r,-3968374.6127793477
2543,2018,Sub-Saharan Africa,wat_pop_unimp_r,-983045152.2854449
2544,2019,Australia and New Zealand,wat_pop_unimp_r,0.0
2545,2019,Central and Southern Asia,wat_pop_unimp_r,-289349487.83366203
2546,2019,Eastern and South-Eastern Asia,wat_pop_unimp_r,-847365239.8999932
2547,2019,Europe and Northern America,wat_pop_unimp_r,-156394845.18543103
2548,2019,Latin America and the Caribbean,wat_pop_unimp_r,-218549970.7556804
2549,2019,Northern Africa and Western Asia,wat_pop_unimp_r,-132657174.91651317
2550,2019,Oceania,wat_pop_unimp_r,-4153083.1660399656
2551,2019,Sub-Saharan Africa,wat_pop_unimp_r,-1005990670.3606318
2552,2020,Australia and New Zealand,wat_pop_unimp_r,0.0
2553,2020,Central and Southern Asia,wat_pop_unimp_r,-257162810.5030649
2554,2020,Eastern and South-Eastern Asia,wat_pop_unimp_r,-746305490.9608932
2555,2020,Europe and Northern America,wat_pop_unimp_r,-147201135.0774534
2556,2020,Latin America and the Caribbean,wat_pop_unimp_r,-192634014.78928548
2557,2020,Northern Africa and Western Asia,wat_pop_unimp_r,-122214559.9281286
2558,2020,Oceania,wat_pop_unimp_r,-4345726.0477678245
2559,2020,Sub-Saharan Africa,wat_pop_unimp_r,-1028496306.1552602
2560,2021,Australia and New Zealand,wat_pop_unimp_r,0.0
2561,2021,Central and Southern Asia,wat_pop_unimp_r,-223429918.3929202
2562,2021,Eastern and South-Eastern Asia,wat_pop_unimp_r,-619959203.5862691
2563,2021,Europe and Northern America,wat_pop_unimp_r,-138033687.38002035
2564,2021,Latin America and the Caribbean,wat_pop_unimp_r,-153963035.04367995
2565,2021,Northern Africa and Western Asia,wat_pop_unimp_r,-114344909.07489869
2566,2021,Oceania,wat_pop_unimp_r,-4546630.669427442
2567,2021,Sub-Saharan Africa,wat_pop_unimp_r,-1048341626.6391331
2568,2022,Australia and New Zealand,wat_pop_unimp_r,0.0
2569,2022,Central and Southern Asia,wat_pop_unimp_r,-182095982.43585038
2570,2022,Eastern and South-Eastern Asia,wat_pop_unimp_r,-487756337.0562274
2571,2022,Europe and Northern America,wat_pop_unimp_r,-128715770.27837224
2572,2022,Latin America and the Caribbean,wat_pop_unimp_r,-141794420.44333276
2573,2022,Northern Africa and Western Asia,wat_pop_unimp_r,-113005722.05949701
2574,2022,Oceania,wat_pop_unimp_r,-4882085.592804054
2575,2022,Sub-Saharan Africa,wat_pop_unimp_r,-1058878728.0771192
2576,2000,Australia and New Zealand,wat_pop_unimp_u,264326.390610619
2577,2000,Central and Southern Asia,wat_pop_unimp_u,201927247.41596875
2578,2000,Eastern and South-Eastern Asia,wat_pop_unimp_u,188096060.14627627
2579,2000,Europe and Northern America,wat_pop_unimp_u,22811940.503755238
2580,2000,Latin America and the Caribbean,wat_pop_unimp_u,91381528.00803281
2581,2000,Northern Africa and Western Asia,wat_pop_unimp_u,47192929.62516913
2582,2000,Oceania,wat_pop_unimp_u,900408.0663340013
2583,2000,Sub-Saharan Africa,wat_pop_unimp_u,198755019.7544986
2584,2001,Australia and New Zealand,wat_pop_unimp_u,267096.8514934278
2585,2001,Central and Southern Asia,wat_pop_unimp_u,201319043.82800156
2586,2001,Eastern and South-Eastern Asia,wat_pop_unimp_u,189429375.00792417
2587,2001,Europe and Northern America,wat_pop_unimp_u,22917921.368816182
2588,2001,Latin America and the Caribbean,wat_pop_unimp_u,88897196.54684852
2589,2001,Northern Africa and Western Asia,wat_pop_unimp_u,47295090.28521272
2590,2001,Oceania,wat_pop_unimp_u,928862.8293085286
2591,2001,Sub-Saharan Africa,wat_pop_unimp_u,201241116.06342655
2592,2002,Australia and New Zealand,wat_pop_unimp_u,270648.5983980283
2593,2002,Central and Southern Asia,wat_pop_unimp_u,200800273.5481762
2594,2002,Eastern and South-Eastern Asia,wat_pop_unimp_u,190170987.45895022
2595,2002,Europe and Northern America,wat_pop_unimp_u,22862703.41561137
2596,2002,Latin America and the Caribbean,wat_pop_unimp_u,86336736.06441706
2597,2002,Northern Africa and Western Asia,wat_pop_unimp_u,47319446.77834925
2598,2002,Oceania,wat_pop_unimp_u,953994.4035439607
2599,2002,Sub-Saharan Africa,wat_pop_unimp_u,204146753.67706546
2600,2003,Australia and New Zealand,wat_pop_unimp_u,257528.27134359282
2601,2003,Central and Southern Asia,wat_pop_unimp_u,200058121.66497162
2602,2003,Eastern and South-Eastern Asia,wat_pop_unimp_u,190120349.3362963
2603,2003,Europe and Northern America,wat_pop_unimp_u,22811456.933138452
2604,2003,Latin America and the Caribbean,wat_pop_unimp_u,83728682.42906317
2605,2003,Northern Africa and Western Asia,wat_pop_unimp_u,47151760.14885842
2606,2003,Oceania,wat_pop_unimp_u,978974.3009784297
2607,2003,Sub-Saharan Africa,wat_pop_unimp_u,207919114.52460787
2608,2004,Australia and New Zealand,wat_pop_unimp_u,244024.86535068857
2609,2004,Central and Southern Asia,wat_pop_unimp_u,198507335.74360284
2610,2004,Eastern and South-Eastern Asia,wat_pop_unimp_u,189783554.17271736
2611,2004,Europe and Northern America,wat_pop_unimp_u,22772930.329899758
2612,2004,Latin America and the Caribbean,wat_pop_unimp_u,80916859.86055547
2613,2004,Northern Africa and Western Asia,wat_pop_unimp_u,46946643.807420425
2614,2004,Oceania,wat_pop_unimp_u,1004244.6478687477
2615,2004,Sub-Saharan Africa,wat_pop_unimp_u,211642243.9291964
2616,2005,Australia and New Zealand,wat_pop_unimp_u,230332.32443922223
2617,2005,Central and Southern Asia,wat_pop_unimp_u,196543635.40092742
2618,2005,Eastern and South-Eastern Asia,wat_pop_unimp_u,189286031.9044759
2619,2005,Europe and Northern America,wat_pop_unimp_u,22791844.41976
2620,2005,Latin America and the Caribbean,wat_pop_unimp_u,77924880.04915826
2621,2005,Northern Africa and Western Asia,wat_pop_unimp_u,45975316.8173767
2622,2005,Oceania,wat_pop_unimp_u,1011414.9370376316
2623,2005,Sub-Saharan Africa,wat_pop_unimp_u,215457947.00299323
2624,2006,Australia and New Zealand,wat_pop_unimp_u,216694.67231747226
2625,2006,Central and Southern Asia,wat_pop_unimp_u,194223425.49419788
2626,2006,Eastern and South-Eastern Asia,wat_pop_unimp_u,188417311.8595158
2627,2006,Europe and Northern America,wat_pop_unimp_u,22844836.798875276
2628,2006,Latin America and the Caribbean,wat_pop_unimp_u,74768585.24801217
2629,2006,Northern Africa and Western Asia,wat_pop_unimp_u,44844139.73571087
2630,2006,Oceania,wat_pop_unimp_u,1019263.3500634878
2631,2006,Sub-Saharan Africa,wat_pop_unimp_u,219119205.22618964
2632,2007,Australia and New Zealand,wat_pop_unimp_u,203194.93328796912
2633,2007,Central and Southern Asia,wat_pop_unimp_u,191183894.9979379
2634,2007,Eastern and South-Eastern Asia,wat_pop_unimp_u,188001223.7368031
2635,2007,Europe and Northern America,wat_pop_unimp_u,22891266.9529666
2636,2007,Latin America and the Caribbean,wat_pop_unimp_u,71455623.66613477
2637,2007,Northern Africa and Western Asia,wat_pop_unimp_u,43571124.27935942
2638,2007,Oceania,wat_pop_unimp_u,1027020.3147083254
2639,2007,Sub-Saharan Africa,wat_pop_unimp_u,222003224.44229904
2640,2008,Australia and New Zealand,wat_pop_unimp_u,189510.11679673428
2641,2008,Central and Southern Asia,wat_pop_unimp_u,187807707.60727024
2642,2008,Eastern and South-Eastern Asia,wat_pop_unimp_u,187319004.76212963
2643,2008,Europe and Northern America,wat_pop_unimp_u,22817372.34236674
2644,2008,Latin America and the Caribbean,wat_pop_unimp_u,67971335.57006937
2645,2008,Northern Africa and Western Asia,wat_pop_unimp_u,42337063.474410415
2646,2008,Oceania,wat_pop_unimp_u,1034112.2616369503
2647,2008,Sub-Saharan Africa,wat_pop_unimp_u,225688968.12117887
2648,2009,Australia and New Zealand,wat_pop_unimp_u,175041.33492363087
2649,2009,Central and Southern Asia,wat_pop_unimp_u,184271512.32279706
2650,2009,Eastern and South-Eastern Asia,wat_pop_unimp_u,186357146.9726219
2651,2009,Europe and Northern America,wat_pop_unimp_u,22744113.366876237
2652,2009,Latin America and the Caribbean,wat_pop_unimp_u,64336376.48489628
2653,2009,Northern Africa and Western Asia,wat_pop_unimp_u,41080219.231339134
2654,2009,Oceania,wat_pop_unimp_u,1040427.985019245
2655,2009,Sub-Saharan Africa,wat_pop_unimp_u,229125256.45599565
2656,2010,Australia and New Zealand,wat_pop_unimp_u,159429.1238439176
2657,2010,Central and Southern Asia,wat_pop_unimp_u,180303447.1367467
2658,2010,Eastern and South-Eastern Asia,wat_pop_unimp_u,185096403.2946782
2659,2010,Europe and Northern America,wat_pop_unimp_u,22951330.730522625
2660,2010,Latin America and the Caribbean,wat_pop_unimp_u,60568074.16247559
2661,2010,Northern Africa and Western Asia,wat_pop_unimp_u,39683362.3305988
2662,2010,Oceania,wat_pop_unimp_u,1045785.7157825037
2663,2010,Sub-Saharan Africa,wat_pop_unimp_u,232391181.98170298
2664,2011,Australia and New Zealand,wat_pop_unimp_u,143029.11733935412
2665,2011,Central and Southern Asia,wat_pop_unimp_u,176027769.73511052
2666,2011,Eastern and South-Eastern Asia,wat_pop_unimp_u,183314887.34890127
2667,2011,Europe and Northern America,wat_pop_unimp_u,23150621.740821827
2668,2011,Latin America and the Caribbean,wat_pop_unimp_u,56682078.189261265
2669,2011,Northern Africa and Western Asia,wat_pop_unimp_u,38169191.0000298
2670,2011,Oceania,wat_pop_unimp_u,1049543.9703668253
2671,2011,Sub-Saharan Africa,wat_pop_unimp_u,237113857.61785084
2672,2012,Australia and New Zealand,wat_pop_unimp_u,126173.12765520753
2673,2012,Central and Southern Asia,wat_pop_unimp_u,171341918.71060854
2674,2012,Eastern and South-Eastern Asia,wat_pop_unimp_u,181219345.0595941
2675,2012,Europe and Northern America,wat_pop_unimp_u,23414791.49319559
2676,2012,Latin America and the Caribbean,wat_pop_unimp_u,52667936.142481364
2677,2012,Northern Africa and Western Asia,wat_pop_unimp_u,36591662.31319708
2678,2012,Oceania,wat_pop_unimp_u,1051600.7404356732
2679,2012,Sub-Saharan Africa,wat_pop_unimp_u,239798437.01410508
2680,2013,Australia and New Zealand,wat_pop_unimp_u,108685.69575453657
2681,2013,Central and Southern Asia,wat_pop_unimp_u,166200019.3593993
2682,2013,Eastern and South-Eastern Asia,wat_pop_unimp_u,178784423.07959908
2683,2013,Europe and Northern America,wat_pop_unimp_u,23744166.194910888
2684,2013,Latin America and the Caribbean,wat_pop_unimp_u,48253036.95145622
2685,2013,Northern Africa and Western Asia,wat_pop_unimp_u,34926506.820078164
2686,2013,Oceania,wat_pop_unimp_u,1053160.648580947
2687,2013,Sub-Saharan Africa,wat_pop_unimp_u,242187320.20085934
2688,2014,Australia and New Zealand,wat_pop_unimp_u,90406.92779831363
2689,2014,Central and Southern Asia,wat_pop_unimp_u,160777461.74362972
2690,2014,Eastern and South-Eastern Asia,wat_pop_unimp_u,175973116.4424706
2691,2014,Europe and Northern America,wat_pop_unimp_u,24061790.07102706
2692,2014,Latin America and the Caribbean,wat_pop_unimp_u,43682225.32794987
2693,2014,Northern Africa and Western Asia,wat_pop_unimp_u,33137708.377021518
2694,2014,Oceania,wat_pop_unimp_u,1054266.3317860174
2695,2014,Sub-Saharan Africa,wat_pop_unimp_u,244239944.3566811
2696,2015,Australia and New Zealand,wat_pop_unimp_u,71449.62858806571
2697,2015,Central and Southern Asia,wat_pop_unimp_u,154849377.2785065
2698,2015,Eastern and South-Eastern Asia,wat_pop_unimp_u,172780982.4603335
2699,2015,Europe and Northern America,wat_pop_unimp_u,24246402.52505261
2700,2015,Latin America and the Caribbean,wat_pop_unimp_u,38793642.22723414
2701,2015,Northern Africa and Western Asia,wat_pop_unimp_u,33340123.395571295
2702,2015,Oceania,wat_pop_unimp_u,1054940.814486619
2703,2015,Sub-Saharan Africa,wat_pop_unimp_u,245853942.9213915
2704,2016,Australia and New Zealand,wat_pop_unimp_u,72659.68622648237
2705,2016,Central and Southern Asia,wat_pop_unimp_u,148471794.74118358
2706,2016,Eastern and South-Eastern Asia,wat_pop_unimp_u,169282671.98694697
2707,2016,Europe and Northern America,wat_pop_unimp_u,24433951.15646239
2708,2016,Latin America and the Caribbean,wat_pop_unimp_u,33752648.45249176
2709,2016,Northern Africa and Western Asia,wat_pop_unimp_u,31065483.58067304
2710,2016,Oceania,wat_pop_unimp_u,1055038.0919975496
2711,2016,Sub-Saharan Africa,wat_pop_unimp_u,247105661.22967803
2712,2017,Australia and New Zealand,wat_pop_unimp_u,73934.28780630356
2713,2017,Central and Southern Asia,wat_pop_unimp_u,141733131.99980465
2714,2017,Eastern and South-Eastern Asia,wat_pop_unimp_u,165804103.9279176
2715,2017,Europe and Northern America,wat_pop_unimp_u,24618119.25554341
2716,2017,Latin America and the Caribbean,wat_pop_unimp_u,28979413.585002426
2717,2017,Northern Africa and Western Asia,wat_pop_unimp_u,28339717.1119195
2718,2017,Oceania,wat_pop_unimp_u,1054543.1311822946
2719,2017,Sub-Saharan Africa,wat_pop_unimp_u,247414751.206876
2720,2018,Australia and New Zealand,wat_pop_unimp_u,75197.97448379738
2721,2018,Central and Southern Asia,wat_pop_unimp_u,134524453.86653972
2722,2018,Eastern and South-Eastern Asia,wat_pop_unimp_u,161797868.62730438
2723,2018,Europe and Northern America,wat_pop_unimp_u,24796294.836465202
2724,2018,Latin America and the Caribbean,wat_pop_unimp_u,24313969.230480257
2725,2018,Northern Africa and Western Asia,wat_pop_unimp_u,25380946.849329323
2726,2018,Oceania,wat_pop_unimp_u,1054878.9846893593
2727,2018,Sub-Saharan Africa,wat_pop_unimp_u,245525203.46824893
2728,2019,Australia and New Zealand,wat_pop_unimp_u,76435.13230537341
2729,2019,Central and Southern Asia,wat_pop_unimp_u,126827032.31364772
2730,2019,Eastern and South-Eastern Asia,wat_pop_unimp_u,156777777.11962613
2731,2019,Europe and Northern America,wat_pop_unimp_u,24963630.223307174
2732,2019,Latin America and the Caribbean,wat_pop_unimp_u,20002597.82445342
2733,2019,Northern Africa and Western Asia,wat_pop_unimp_u,22201933.28118156
2734,2019,Oceania,wat_pop_unimp_u,1056035.1967547345
2735,2019,Sub-Saharan Africa,wat_pop_unimp_u,242814295.9260305
2736,2020,Australia and New Zealand,wat_pop_unimp_u,77483.3848320491
2737,2020,Central and Southern Asia,wat_pop_unimp_u,118652776.4328043
2738,2020,Eastern and South-Eastern Asia,wat_pop_unimp_u,151115826.44485053
2739,2020,Europe and Northern America,wat_pop_unimp_u,25039830.591228057
2740,2020,Latin America and the Caribbean,wat_pop_unimp_u,18290393.794694677
2741,2020,Northern Africa and Western Asia,wat_pop_unimp_u,19608223.283666898
2742,2020,Oceania,wat_pop_unimp_u,1053376.8057225822
2743,2020,Sub-Saharan Africa,wat_pop_unimp_u,239313367.8390087
2744,2021,Australia and New Zealand,wat_pop_unimp_u,78350.8976446986
2745,2021,Central and Southern Asia,wat_pop_unimp_u,109417637.57831605
2746,2021,Eastern and South-Eastern Asia,wat_pop_unimp_u,144971369.08077124
2747,2021,Europe and Northern America,wat_pop_unimp_u,25043663.80445795
2748,2021,Latin America and the Caribbean,wat_pop_unimp_u,16782921.354133353
2749,2021,Northern Africa and Western Asia,wat_pop_unimp_u,17468767.68629236
2750,2021,Oceania,wat_pop_unimp_u,1053582.6459173607
2751,2021,Sub-Saharan Africa,wat_pop_unimp_u,234359724.89977774
2752,2022,Australia and New Zealand,wat_pop_unimp_u,79241.12938356321
2753,2022,Central and Southern Asia,wat_pop_unimp_u,101712374.70124301
2754,2022,Eastern and South-Eastern Asia,wat_pop_unimp_u,139101542.6294436
2755,2022,Europe and Northern America,wat_pop_unimp_u,24629255.548655175
2756,2022,Latin America and the Caribbean,wat_pop_unimp_u,16212078.145789139
2757,2022,Northern Africa and Western Asia,wat_pop_unimp_u,16934352.05140865
2758,2022,Oceania,wat_pop_unimp_u,980708.8820023066
2759,2022,Sub-Saharan Africa,wat_pop_unimp_u,229307331.06192547
2760,2000,Australia and New Zealand,wat_pop_ns_t,899.4544921875001
2761,2000,Central and Southern Asia,wat_pop_ns_t,3704565.628652528
2762,2000,Eastern and South-Eastern Asia,wat_pop_ns_t,6342318.013312839
2763,2000,Europe and Northern America,wat_pop_ns_t,122586.86622647278
2764,2000,Latin America and the Caribbean,wat_pop_ns_t,1330281.3857767875
2765,2000,Northern Africa and Western Asia,wat_pop_ns_t,889134.9123929825
2766,2000,Oceania,wat_pop_ns_t,278641.2823687106
2767,2000,Sub-Saharan Africa,wat_pop_ns_t,11744149.677251386
2768,2001,Australia and New Zealand,wat_pop_ns_t,918.1363037109364
2769,2001,Central and Southern Asia,wat_pop_ns_t,3669450.7184468433
2770,2001,Eastern and South-Eastern Asia,wat_pop_ns_t,6228217.833631499
2771,2001,Europe and Northern America,wat_pop_ns_t,121752.04019269331
2772,2001,Latin America and the Caribbean,wat_pop_ns_t,1308692.0053675224
2773,2001,Northern Africa and Western Asia,wat_pop_ns_t,883788.0949821854
2774,2001,Oceania,wat_pop_ns_t,288204.2127198746
2775,2001,Sub-Saharan Africa,wat_pop_ns_t,11791152.880748957
2776,2002,Australia and New Zealand,wat_pop_ns_t,921.869531250001
2777,2002,Central and Southern Asia,wat_pop_ns_t,3632674.094038346
2778,2002,Eastern and South-Eastern Asia,wat_pop_ns_t,6111060.225485715
2779,2002,Europe and Northern America,wat_pop_ns_t,121113.78541951206
2780,2002,Latin America and the Caribbean,wat_pop_ns_t,1298299.3607521136
2781,2002,Northern Africa and Western Asia,wat_pop_ns_t,877554.3930144387
2782,2002,Oceania,wat_pop_ns_t,297950.8049513726
2783,2002,Sub-Saharan Africa,wat_pop_ns_t,11723179.15463781
2784,2003,Australia and New Zealand,wat_pop_ns_t,925.2818115234371
2785,2003,Central and Southern Asia,wat_pop_ns_t,3595182.4983931156
2786,2003,Eastern and South-Eastern Asia,wat_pop_ns_t,5982519.892451463
2787,2003,Europe and Northern America,wat_pop_ns_t,120363.13631512703
2788,2003,Latin America and the Caribbean,wat_pop_ns_t,1270219.1778341231
2789,2003,Northern Africa and Western Asia,wat_pop_ns_t,866809.8578053205
2790,2003,Oceania,wat_pop_ns_t,307906.32029025035
2791,2003,Sub-Saharan Africa,wat_pop_ns_t,11636670.169984624
2792,2004,Australia and New Zealand,wat_pop_ns_t,928.7267578125006
2793,2004,Central and Southern Asia,wat_pop_ns_t,3534834.887734854
2794,2004,Eastern and South-Eastern Asia,wat_pop_ns_t,5849534.608153147
2795,2004,Europe and Northern America,wat_pop_ns_t,119616.88864080617
2796,2004,Latin America and the Caribbean,wat_pop_ns_t,1241916.4839884972
2797,2004,Northern Africa and Western Asia,wat_pop_ns_t,855026.8817047761
2798,2004,Oceania,wat_pop_ns_t,318056.24372634303
2799,2004,Sub-Saharan Africa,wat_pop_ns_t,11540083.791046917
2800,2005,Australia and New Zealand,wat_pop_ns_t,933.0232177734381
2801,2005,Central and Southern Asia,wat_pop_ns_t,3465175.964041933
2802,2005,Eastern and South-Eastern Asia,wat_pop_ns_t,5532220.650799217
2803,2005,Europe and Northern America,wat_pop_ns_t,118910.45610125131
2804,2005,Latin America and the Caribbean,wat_pop_ns_t,1212734.1029376807
2805,2005,Northern Africa and Western Asia,wat_pop_ns_t,829483.5401873457
2806,2005,Oceania,wat_pop_ns_t,318102.83261168597
2807,2005,Sub-Saharan Africa,wat_pop_ns_t,11418524.190969119
2808,2006,Australia and New Zealand,wat_pop_ns_t,939.4366699218748
2809,2006,Central and Southern Asia,wat_pop_ns_t,3392844.6153010507
2810,2006,Eastern and South-Eastern Asia,wat_pop_ns_t,5220787.31814036
2811,2006,Europe and Northern America,wat_pop_ns_t,118403.46939657776
2812,2006,Latin America and the Caribbean,wat_pop_ns_t,1182492.1769740973
2813,2006,Northern Africa and Western Asia,wat_pop_ns_t,798272.8389209219
2814,2006,Oceania,wat_pop_ns_t,318446.15499423706
2815,2006,Sub-Saharan Africa,wat_pop_ns_t,11287458.909631263
2816,2007,Australia and New Zealand,wat_pop_ns_t,948.5110107421868
2817,2007,Central and Southern Asia,wat_pop_ns_t,3304189.8226774917
2818,2007,Eastern and South-Eastern Asia,wat_pop_ns_t,4906588.069912961
2819,2007,Europe and Northern America,wat_pop_ns_t,118111.84821499093
2820,2007,Latin America and the Caribbean,wat_pop_ns_t,1151340.045714685
2821,2007,Northern Africa and Western Asia,wat_pop_ns_t,763284.769861932
2822,2007,Oceania,wat_pop_ns_t,317504.51373700576
2823,2007,Sub-Saharan Africa,wat_pop_ns_t,11154745.161550734
2824,2008,Australia and New Zealand,wat_pop_ns_t,959.7875244140621
2825,2008,Central and Southern Asia,wat_pop_ns_t,3213116.9778282987
2826,2008,Eastern and South-Eastern Asia,wat_pop_ns_t,4575063.360616437
2827,2008,Europe and Northern America,wat_pop_ns_t,5851.312934780373
2828,2008,Latin America and the Caribbean,wat_pop_ns_t,1119769.0599809836
2829,2008,Northern Africa and Western Asia,wat_pop_ns_t,732968.5146655795
2830,2008,Oceania,wat_pop_ns_t,316059.63285268424
2831,2008,Sub-Saharan Africa,wat_pop_ns_t,10993734.004516078
2832,2009,Australia and New Zealand,wat_pop_ns_t,970.6463378906244
2833,2009,Central and Southern Asia,wat_pop_ns_t,3126880.1078637755
2834,2009,Eastern and South-Eastern Asia,wat_pop_ns_t,4266615.30494317
2835,2009,Europe and Northern America,wat_pop_ns_t,7261.576860461132
2836,2009,Latin America and the Caribbean,wat_pop_ns_t,1087654.5688072648
2837,2009,Northern Africa and Western Asia,wat_pop_ns_t,704140.9400561503
2838,2009,Oceania,wat_pop_ns_t,314092.5733265479
2839,2009,Sub-Saharan Africa,wat_pop_ns_t,10818830.520117832
2840,2010,Australia and New Zealand,wat_pop_ns_t,978.7422869041228
2841,2010,Central and Southern Asia,wat_pop_ns_t,3034600.51973332
2842,2010,Eastern and South-Eastern Asia,wat_pop_ns_t,3963059.802024276
2843,2010,Europe and Northern America,wat_pop_ns_t,8676.633246722055
2844,2010,Latin America and the Caribbean,wat_pop_ns_t,1054825.8358350252
2845,2010,Northern Africa and Western Asia,wat_pop_ns_t,672518.2785239951
2846,2010,Oceania,wat_pop_ns_t,311573.7215770969
2847,2010,Sub-Saharan Africa,wat_pop_ns_t,10629607.441185247
2848,2011,Australia and New Zealand,wat_pop_ns_t,985.0423570060786
2849,2011,Central and Southern Asia,wat_pop_ns_t,2941979.1776741575
2850,2011,Eastern and South-Eastern Asia,wat_pop_ns_t,3666445.3276106017
2851,2011,Europe and Northern America,wat_pop_ns_t,10092.933403340212
2852,2011,Latin America and the Caribbean,wat_pop_ns_t,1021613.6265455005
2853,2011,Northern Africa and Western Asia,wat_pop_ns_t,638728.1907242768
2854,2011,Oceania,wat_pop_ns_t,308317.14244668675
2855,2011,Sub-Saharan Africa,wat_pop_ns_t,10640284.708879776
2856,2012,Australia and New Zealand,wat_pop_ns_t,993.6832553391839
2857,2012,Central and Southern Asia,wat_pop_ns_t,2845582.9333877824
2858,2012,Eastern and South-Eastern Asia,wat_pop_ns_t,3375540.243620444
2859,2012,Europe and Northern America,wat_pop_ns_t,11522.117607956588
2860,2012,Latin America and the Caribbean,wat_pop_ns_t,987909.474263734
2861,2012,Northern Africa and Western Asia,wat_pop_ns_t,605075.8331162953
2862,2012,Oceania,wat_pop_ns_t,304225.4353108666
2863,2012,Sub-Saharan Africa,wat_pop_ns_t,10415757.447532725
2864,2013,Australia and New Zealand,wat_pop_ns_t,1002.6671733174161
2865,2013,Central and Southern Asia,wat_pop_ns_t,2740918.12019468
2866,2013,Eastern and South-Eastern Asia,wat_pop_ns_t,3095118.598618231
2867,2013,Europe and Northern America,wat_pop_ns_t,12647.32125665307
2868,2013,Latin America and the Caribbean,wat_pop_ns_t,944230.2732645618
2869,2013,Northern Africa and Western Asia,wat_pop_ns_t,570138.7606514834
2870,2013,Oceania,wat_pop_ns_t,299369.5175487248
2871,2013,Sub-Saharan Africa,wat_pop_ns_t,10169243.58818627
2872,2014,Australia and New Zealand,wat_pop_ns_t,0.0
2873,2014,Central and Southern Asia,wat_pop_ns_t,2634081.1746021127
2874,2014,Eastern and South-Eastern Asia,wat_pop_ns_t,2810823.5224791067
2875,2014,Europe and Northern America,wat_pop_ns_t,14076.956230159614
2876,2014,Latin America and the Caribbean,wat_pop_ns_t,901259.3804533605
2877,2014,Northern Africa and Western Asia,wat_pop_ns_t,532409.7107034822
2878,2014,Oceania,wat_pop_ns_t,293764.57955496333
2879,2014,Sub-Saharan Africa,wat_pop_ns_t,9900944.207125299
2880,2015,Australia and New Zealand,wat_pop_ns_t,0.0
2881,2015,Central and Southern Asia,wat_pop_ns_t,2520250.9162026993
2882,2015,Eastern and South-Eastern Asia,wat_pop_ns_t,2529825.3755801446
2883,2015,Europe and Northern America,wat_pop_ns_t,15637.60182702903
2884,2015,Latin America and the Caribbean,wat_pop_ns_t,859682.5056606609
2885,2015,Northern Africa and Western Asia,wat_pop_ns_t,492340.53474262153
2886,2015,Oceania,wat_pop_ns_t,286651.2127690766
2887,2015,Sub-Saharan Africa,wat_pop_ns_t,9612967.749218289
2888,2016,Australia and New Zealand,wat_pop_ns_t,0.0
2889,2016,Central and Southern Asia,wat_pop_ns_t,2400398.0205725688
2890,2016,Eastern and South-Eastern Asia,wat_pop_ns_t,2252791.623160996
2891,2016,Europe and Northern America,wat_pop_ns_t,17198.32303308192
2892,2016,Latin America and the Caribbean,wat_pop_ns_t,816497.9623510855
2893,2016,Northern Africa and Western Asia,wat_pop_ns_t,451207.34431024885
